B00, 100
B00, Trade, 84973.923, 109, P00, B00, 1
B19, Trade, 85734.385, 103, B19, S13, 1
B19, Trade, 85743.635, 115, S20, B19, 1
B19, Trade, 85756.038, 108, B19, S21, 1
B19, Trade, 85763.019, 106, B19, S08, 1
B19, Trade, 85781.519, 108, S13, B19, 1
B19, Trade, 85794.827, 107, B19, S18, 1
B19, Trade, 85814.596, 101, B19, S24, 1
B19, Trade, 85833.538, 102, S10, B19, 1
B19, Trade, 85845.327, 102, B19, S00, 1
B19, Trade, 85849.077, 103, S12, B19, 1
B19, Trade, 85854.519, 101, B19, S24, 1
B19, Trade, 85877.731, 109, S13, B19, 1
B19, Trade, 85894.538, 94, B19, S19, 1
B19, Trade, 85900.058, 92, B19, S21, 1
B19, Trade, 85908.712, 100, S01, B19, 1
B19, Trade, 85918.712, 99, B19, S22, 1
B19, Trade, 85936.558, 93, B19, S21, 1
B19, Trade, 85969.942, 97, S09, B19, 1
B19, Trade, 85980.442, 101, B19, S12, 1
B19, Trade, 85997.250, 98, B19, S09, 1
B19, Trade, 86007.058, 105, S18, B19, 1
B19, Trade, 86022.827, 98, B19, S22, 1
B19, Trade, 86025.827, 97, S12, B19, 1
B19, Trade, 86045.288, 104, S04, B19, 1
B19, Trade, 86071.538, 104, S24, B19, 1
B19, Trade, 86109.500, 109, S14, B19, 1
B19, Trade, 86124.154, 98, S04, B19, 1
B19, Trade, 86147.231, 106, S02, B19, 1
B19, Trade, 86161.288, 99, B19, S05, 1
B19, Trade, 86166.308, 101, P00, B19, 1
B19, Trade, 86184.654, 96, B19, S17, 1
B19, Trade, 86193.462, 107, S11, B19, 1
B19, Trade, 86209.154, 100, S00, B19, 1
B19, Trade, 86214.096, 101, S18, B19, 1
B19, Trade, 86228.385, 108, B19, S14, 1
B19, Trade, 86245.154, 95, B19, S12, 1
B19, Trade, 86257.423, 103, B19, S14, 1
B19, Trade, 86264.519, 99, S19, B19, 1
B19, Trade, 86273.500, 102, B19, S06, 1
B19, Trade, 86284.923, 89, B19, S22, 1
B19, Trade, 86289.288, 101, S21, B19, 1
B19, Trade, 86298.019, 103, S06, B19, 1
B19, Trade, 86320.250, 97, S22, B19, 1
B19, Trade, 86334.596, 95, B19, S18, 1
B19, Trade, 86339.769, 103, S13, B19, 1
B19, Trade, 86360.654, 100, S20, B19, 1
B19, Trade, 86376.365, 101, B19, S17, 1
B19, Trade, 86384.865, 101, S00, B19, 1
B20, 100
B20, Trade, 85082.615, 109, S22, B20, 1
B20, Trade, 85102.173, 105, B20, S02, 1
B20, Trade, 85121.673, 100, B20, S05, 1
B20, Trade, 85124.615, 106, P00, B20, 1
B20, Trade, 85143.192, 113, P00, B20, 1
B20, Trade, 85156.096, 112, S15, B20, 1
B20, Trade, 85176.308, 106, B20, S12, 1
B20, Trade, 85191.423, 107, S20, B20, 1
B20, Trade, 85216.308, 113, S24, B20, 1
B20, Trade, 85237.827, 105, B20, S21, 1
B20, Trade, 85238.885, 105, S02, B20, 1
B20, Trade, 85252.327, 107, S00, B20, 1
B20, Trade, 85272.058, 98, B20, S10, 1
B20, Trade, 85284.635, 106, B20, S09, 1
B20, Trade, 85290.462, 105, B20, S21, 1
B20, Trade, 85301.827, 104, S12, B20, 1
B20, Trade, 85309.769, 106, B20, S22, 1
B20, Trade, 85324.750, 109, S11, B20, 1
B20, Trade, 85341.673, 105, B20, S06, 1
B20, Trade, 85363.827, 109, P00, B20, 1
B20, Trade, 85376.404, 106, S01, B20, 1
B20, Trade, 85401.385, 109, B20, S08, 1
B20, Trade, 85414.673, 105, B20, S18, 1
B20, Trade, 85422.712, 107, B20, S12, 1
B20, Trade, 85435.654, 103, B20, S01, 1
B20, Trade, 85449.673, 109, S09, B20, 1
B20, Trade, 85455.904, 106, B20, S04, 1
B20, Trade, 85471.865, 103, B20, S15, 1
B20, Trade, 85487.904, 103, B20, S09, 1
B20, Trade, 85504.308, 106, B20, S13, 1
B20, Trade, 85512.115, 107, B20, S08, 1
B20, Trade, 85521.231, 107, S18, B20, 1
B20, Trade, 85531.577, 107, B20, S06, 1
B20, Trade, 85541.923, 112, S23, B20, 1
B20, Trade, 85548.788, 108, P00, B20, 1
B20, Trade, 85564.788, 108, S17, B20, 1
B20, Trade, 85582.731, 99, B20, S10, 1
B20, Trade, 85597.019, 108, B20, S22, 1
B20, Trade, 85598.231, 114, S23, B20, 1
B20, Trade, 85605.212, 112, S00, B20, 1
B20, Trade, 85627.385, 100, B20, S12, 1
B20, Trade, 85645.635, 110, S04, B20, 1
B20, Trade, 85655.981, 112, B20, S10, 1
B20, Trade, 85681.904, 108, P00, B20, 1
B20, Trade, 85685.019, 104, B20, S12, 1
B20, Trade, 85702.346, 110, S10, B20, 1
B20, Trade, 85712.904, 104, B20, S12, 1
B20, Trade, 85724.750, 126, B20, S14, 1
B20, Trade, 85753.692, 109, P00, B20, 1
B20, Trade, 85773.865, 106, B20, S04, 1
B20, Trade, 85781.923, 107, B20, S09, 1
B20, Trade, 85794.212, 103, B20, S14, 1
B20, Trade, 85800.288, 113, S20, B20, 1
B20, Trade, 85824.135, 105, S16, B20, 1
B20, Trade, 85840.135, 103, B20, S08, 1
B20, Trade, 85851.962, 100, B20, S09, 1
B20, Trade, 85866.942, 95, B20, S05, 1
B20, Trade, 85872.385, 102, S19, B20, 1
B20, Trade, 85881.981, 100, B20, S01, 1
B20, Trade, 85888.346, 93, B20, S17, 1
B20, Trade, 85896.038, 98, S12, B20, 1
B20, Trade, 85908.673, 101, S05, B20, 1
B20, Trade, 85930.288, 104, B20, S20, 1
B20, Trade, 85935.962, 104, S16, B20, 1
B20, Trade, 85953.058, 98, B20, S19, 1
B20, Trade, 85959.250, 102, B20, S12, 1
B20, Trade, 85969.750, 93, B20, S01, 1
B20, Trade, 85979.731, 100, B20, S17, 1
B20, Trade, 85983.750, 108, S08, B20, 1
B20, Trade, 85998.712, 96, B20, S15, 1
B20, Trade, 86020.442, 100, S10, B20, 1
B20, Trade, 86049.019, 98, B20, S17, 1
B20, Trade, 86051.596, 102, B20, S10, 1
B20, Trade, 86062.615, 99, S01, B20, 1
B20, Trade, 86069.904, 106, S23, B20, 1
B20, Trade, 86085.827, 100, B20, S05, 1
B20, Trade, 86111.423, 102, B20, S19, 1
B20, Trade, 86130.308, 100, S02, B20, 1
B20, Trade, 86136.154, 98, S23, B20, 1
B20, Trade, 86155.712, 103, S19, B20, 1
B20, Trade, 86182.923, 98, B20, S19, 1
B20, Trade, 86194.288, 99, B20, S04, 1
B20, Trade, 86199.635, 100, S19, B20, 1
B20, Trade, 86218.558, 99, B20, S19, 1
B20, Trade, 86221.731, 102, S01, B20, 1
B20, Trade, 86229.558, 107, B20, S21, 1
B20, Trade, 86235.962, 104, P00, B20, 1
B20, Trade, 86254.923, 99, B20, S21, 1
B20, Trade, 86264.827, 98, S13, B20, 1
B20, Trade, 86272.962, 105, B20, S03, 1
B20, Trade, 86287.462, 91, B20, S05, 1
B20, Trade, 86290.192, 102, B20, S02, 1
B20, Trade, 86301.981, 93, B20, S05, 1
B20, Trade, 86320.558, 93, B20, S10, 1
B20, Trade, 86332.808, 101, B20, S04, 1
B20, Trade, 86344.000, 105, S08, B20, 1
B20, Trade, 86357.192, 93, B20, S18, 1
B20, Trade, 86363.769, 101, S10, B20, 1
B20, Trade, 86382.788, 99, B20, S08, 1
B20, Trade, 86398.981, 100, B20, S18, 1
B21, 100
B21, Trade, 85194.096, 109, S17, B21, 1
B21, Trade, 85212.635, 110, S21, B21, 1
B21, Trade, 85230.731, 115, S17, B21, 1
B21, Trade, 85242.827, 103, S02, B21, 1
B21, Trade, 85245.462, 101, S06, B21, 1
B21, Trade, 85260.577, 106, B21, S12, 1
B21, Trade, 85263.615, 109, S11, B21, 1
B21, Trade, 85271.981, 100, S06, B21, 1
B21, Trade, 85290.942, 106, S04, B21, 1
B21, Trade, 85301.558, 103, S19, B21, 1
B21, Trade, 85307.731, 110, S23, B21, 1
B21, Trade, 85312.731, 107, S00, B21, 1
B21, Trade, 85344.346, 107, S02, B21, 1
B21, Trade, 85362.212, 109, S23, B21, 1
B21, Trade, 85363.750, 108, S12, B21, 1
B21, Trade, 85377.904, 111, S08, B21, 1
B21, Trade, 85387.635, 106, S11, B21, 1
B21, Trade, 85402.365, 106, B21, S05, 1
B21, Trade, 85410.596, 109, S24, B21, 1
B21, Trade, 85413.788, 108, S12, B21, 1
B21, Trade, 85438.962, 100, B21, S05, 1
B21, Trade, 85439.538, 108, S21, B21, 1
B21, Trade, 85452.519, 107, S16, B21, 1
B21, Trade, 85475.558, 110, S23, B21, 1
B21, Trade, 85485.981, 104, B21, S23, 1
B21, Trade, 85502.769, 108, S15, B21, 1
B21, Trade, 85512.577, 113, S14, B21, 1
B21, Trade, 85551.731, 109, S12, B21, 1
B21, Trade, 85556.981, 108, B21, S19, 1
B21, Trade, 85568.000, 108, S23, B21, 1
B21, Trade, 85572.962, 112, P00, B21, 1
B21, Trade, 85589.115, 114, S01, B21, 1
B21, Trade, 85601.712, 110, B21, S06, 1
B21, Trade, 85613.596, 106, S02, B21, 1
B21, Trade, 85624.923, 102, B21, S14, 1
B21, Trade, 85647.327, 110, S23, B21, 1
B21, Trade, 85671.058, 103, B21, S04, 1
B21, Trade, 85673.865, 105, S00, B21, 1
B21, Trade, 85676.308, 110, P00, B21, 1
B21, Trade, 85690.654, 107, S09, B21, 1
B21, Trade, 85700.769, 111, S23, B21, 1
B21, Trade, 85709.115, 106, S23, B21, 1
B21, Trade, 85731.904, 114, P00, B21, 1
B21, Trade, 85736.308, 105, S17, B21, 1
B21, Trade, 85749.269, 111, S10, B21, 1
B21, Trade, 85762.000, 106, P00, B21, 1
B21, Trade, 85766.981, 110, S18, B21, 1
B21, Trade, 85783.115, 113, P01, B21, 1
B21, Trade, 85783.615, 113, S10, B21, 1
B21, Trade, 85823.135, 105, S00, B21, 1
B21, Trade, 85826.596, 98, S09, B21, 1
B21, Trade, 85834.615, 104, S20, B21, 1
B21, Trade, 85849.538, 105, S10, B21, 1
B21, Trade, 85862.981, 103, S20, B21, 1
B21, Trade, 85869.596, 93, S23, B21, 1
B21, Trade, 85876.865, 106, S15, B21, 1
B21, Trade, 85888.962, 97, S21, B21, 1
B21, Trade, 85901.288, 94, S15, B21, 1
B21, Trade, 85916.712, 106, S00, B21, 1
B21, Trade, 85942.192, 105, S22, B21, 1
B21, Trade, 85949.904, 103, S24, B21, 1
B21, Trade, 85960.173, 106, S06, B21, 1
B21, Trade, 85965.096, 104, B21, S08, 1
B21, Trade, 85974.673, 100, S18, B21, 1
B21, Trade, 85983.000, 106, S13, B21, 1
B21, Trade, 86000.135, 100, S19, B21, 1
B21, Trade, 86008.596, 106, B21, S02, 1
B21, Trade, 86015.058, 102, S18, B21, 1
B21, Trade, 86027.308, 106, S14, B21, 1
B21, Trade, 86041.904, 99, B21, S16, 1
B21, Trade, 86048.442, 103, S13, B21, 1
B21, Trade, 86062.154, 102, S20, B21, 1
B21, Trade, 86071.192, 103, B21, S08, 1
B21, Trade, 86080.173, 100, B21, S10, 1
B21, Trade, 86083.404, 100, S13, B21, 1
B21, Trade, 86103.462, 102, S02, B21, 1
B21, Trade, 86123.577, 97, S16, B21, 1
B21, Trade, 86126.096, 104, S17, B21, 1
B21, Trade, 86141.000, 99, S22, B21, 1
B21, Trade, 86145.346, 112, S01, B21, 1
B21, Trade, 86165.192, 99, S15, B21, 1
B21, Trade, 86169.577, 99, B21, S14, 1
B21, Trade, 86182.635, 99, B21, S03, 1
B21, Trade, 86192.442, 106, B21, S10, 1
B21, Trade, 86201.038, 100, P00, B21, 1
B21, Trade, 86219.058, 104, S22, B21, 1
B21, Trade, 86235.596, 96, B21, S18, 1
B21, Trade, 86242.250, 97, S20, B21, 1
B21, Trade, 86259.231, 104, S13, B21, 1
B21, Trade, 86272.327, 108, S15, B21, 1
B21, Trade, 86283.981, 97, B21, S07, 1
B21, Trade, 86298.615, 102, S23, B21, 1
B21, Trade, 86316.500, 99, P00, B21, 1
B21, Trade, 86332.058, 105, S11, B21, 1
B21, Trade, 86338.962, 98, S20, B21, 1
B21, Trade, 86346.577, 105, S00, B21, 1
B21, Trade, 86372.404, 103, S20, B21, 1
B21, Trade, 86382.154, 102, S20, B21, 1
B21, Trade, 86394.635, 102, S00, B21, 1
B21, Trade, 86399.558, 108, S20, B21, 1
B22, 100
B22, Trade, 84002.327, 119, B22, S12, 1
B22, Trade, 84023.673, 113, S00, B22, 1
B22, Trade, 84041.250, 118, S09, B22, 1
B22, Trade, 84075.846, 126, S18, B22, 1
B22, Trade, 84098.212, 115, S20, B22, 1
B22, Trade, 84115.135, 120, S14, B22, 1
B22, Trade, 84126.981, 111, B22, S14, 1
B22, Trade, 84138.577, 122, S15, B22, 1
B22, Trade, 84148.750, 119, S14, B22, 1
B22, Trade, 84233.269, 116, B22, S18, 1
B22, Trade, 84271.923, 123, B22, S09, 1
B22, Trade, 84282.462, 116, S11, B22, 1
B22, Trade, 84297.423, 103, B22, S19, 1
B22, Trade, 84314.154, 115, S13, B22, 1
B22, Trade, 84334.596, 108, B22, S09, 1
B22, Trade, 84344.615, 107, S14, B22, 1
B22, Trade, 84359.692, 112, P00, B22, 1
B22, Trade, 84386.462, 104, S24, B22, 1
B22, Trade, 84439.519, 115, B22, S18, 1
B22, Trade, 84451.923, 110, S15, B22, 1
B22, Trade, 84533.308, 116, S20, B22, 1
B22, Trade, 84541.673, 116, S02, B22, 1
B22, Trade, 84560.173, 103, S22, B22, 1
B22, Trade, 84569.942, 103, S17, B22, 1
B22, Trade, 84585.500, 116, S02, B22, 1
B22, Trade, 84635.808, 106, S24, B22, 1
B22, Trade, 84640.981, 105, B22, S16, 1
B22, Trade, 84652.269, 111, S05, B22, 1
B22, Trade, 84657.731, 109, B22, S17, 1
B22, Trade, 84678.962, 111, S02, B22, 1
B22, Trade, 84712.673, 110, S14, B22, 1
B22, Trade, 84726.885, 113, S16, B22, 1
B22, Trade, 84769.500, 109, S23, B22, 1
B22, Trade, 84777.500, 106, S23, B22, 1
B22, Trade, 84783.712, 106, S00, B22, 1
B22, Trade, 84802.173, 115, S10, B22, 1
B22, Trade, 84826.981, 104, S19, B22, 1
B22, Trade, 84867.231, 111, S02, B22, 1
B22, Trade, 84872.981, 117, S08, B22, 1
B22, Trade, 84890.173, 110, S16, B22, 1
B22, Trade, 84968.481, 105, S05, B22, 1
B22, Trade, 84992.769, 108, S21, B22, 1
B22, Trade, 85001.404, 112, S13, B22, 1
B22, Trade, 85007.019, 103, S20, B22, 1
B22, Trade, 85022.308, 106, S11, B22, 1
B22, Trade, 85111.962, 103, B22, S13, 1
B22, Trade, 85132.519, 112, S10, B22, 1
B22, Trade, 85140.173, 112, S22, B22, 1
B22, Trade, 85150.769, 114, P00, B22, 1
B22, Trade, 85183.865, 102, S02, B22, 1
B22, Trade, 85196.038, 112, S12, B22, 1
B22, Trade, 85224.788, 110, B22, S11, 1
B22, Trade, 85246.942, 105, S10, B22, 1
B22, Trade, 85261.096, 110, S19, B22, 1
B22, Trade, 85270.885, 104, S23, B22, 1
B22, Trade, 85276.077, 104, S20, B22, 1
B22, Trade, 85294.577, 102, B22, S15, 1
B22, Trade, 85314.635, 93, B22, S14, 1
B22, Trade, 85324.058, 101, B22, S05, 1
B22, Trade, 85346.577, 99, B22, S04, 1
B22, Trade, 85363.558, 106, S15, B22, 1
B22, Trade, 85383.596, 108, S12, B22, 1
B22, Trade, 85398.788, 108, S01, B22, 1
B22, Trade, 85454.788, 108, S20, B22, 1
B22, Trade, 85508.577, 118, S20, B22, 1
B22, Trade, 85527.865, 108, B22, S20, 1
B22, Trade, 85616.500, 102, P00, B22, 1
B22, Trade, 85735.269, 103, S02, B22, 1
B22, Trade, 85747.846, 114, S13, B22, 1
B22, Trade, 85785.308, 113, S06, B22, 1
B22, Trade, 85797.962, 111, P00, B22, 1
B22, Trade, 85823.115, 103, S14, B22, 1
B22, Trade, 85848.577, 103, S19, B22, 1
B22, Trade, 85882.481, 102, S24, B22, 1
B22, Trade, 85905.538, 99, S13, B22, 1
B22, Trade, 85921.865, 99, S02, B22, 1
B22, Trade, 85925.808, 103, S23, B22, 1
B22, Trade, 85938.827, 100, S18, B22, 1
B22, Trade, 85950.712, 102, B22, S12, 1
B22, Trade, 85980.058, 104, S11, B22, 1
B22, Trade, 85993.731, 95, P00, B22, 1
B22, Trade, 85995.442, 96, S14, B22, 1
B22, Trade, 86018.077, 98, B22, S11, 1
B22, Trade, 86037.596, 104, B22, S02, 1
B22, Trade, 86068.212, 107, B22, S16, 1
B22, Trade, 86087.212, 103, B22, S15, 1
B22, Trade, 86093.058, 104, P00, B22, 1
B22, Trade, 86114.019, 101, S00, B22, 1
B22, Trade, 86163.135, 99, S14, B22, 1
B22, Trade, 86166.481, 104, S13, B22, 1
B22, Trade, 86194.231, 101, B22, S16, 1
B22, Trade, 86218.231, 101, S02, B22, 1
B22, Trade, 86281.500, 93, B22, S06, 1
B22, Trade, 86287.827, 97, B22, S01, 1
B22, Trade, 86300.212, 97, S20, B22, 1
B22, Trade, 86309.442, 101, S20, B22, 1
B22, Trade, 86339.404, 102, S14, B22, 1
B22, Trade, 86360.538, 98, S02, B22, 1
B22, Trade, 86374.288, 103, B22, S18, 1
B22, Trade, 86386.442, 98, S14, B22, 1
B23, 100
B23, Trade, 85165.981, 103, B23, S16, 1
B23, Trade, 85190.231, 103, B23, S18, 1
B23, Trade, 85200.750, 110, B23, S05, 1
B23, Trade, 85208.692, 111, B23, S06, 1
B23, Trade, 85224.885, 110, B23, S12, 1
B23, Trade, 85251.250, 107, B23, S13, 1
B23, Trade, 85257.942, 111, B23, S08, 1
B23, Trade, 85267.577, 109, S09, B23, 1
B23, Trade, 85287.654, 107, S24, B23, 1
B23, Trade, 85299.654, 103, B23, S23, 1
B23, Trade, 85309.442, 106, S09, B23, 1
B23, Trade, 85325.904, 97, B23, S09, 1
B23, Trade, 85332.731, 109, P00, B23, 1
B23, Trade, 85343.154, 103, B23, S11, 1
B23, Trade, 85348.788, 100, B23, S15, 1
B23, Trade, 85363.423, 104, B23, S22, 1
B23, Trade, 85365.365, 105, B23, S04, 1
B23, Trade, 85390.481, 109, B23, S20, 1
B23, Trade, 85418.173, 109, B23, S24, 1
B23, Trade, 85425.500, 108, B23, S08, 1
B23, Trade, 85442.308, 107, B23, S18, 1
B23, Trade, 85446.115, 110, B23, S24, 1
B23, Trade, 85460.269, 108, P00, B23, 1
B23, Trade, 85489.173, 99, B23, S22, 1
B23, Trade, 85493.154, 103, B23, S08, 1
B23, Trade, 85498.712, 110, B23, S10, 1
B23, Trade, 85509.538, 113, B23, S22, 1
B23, Trade, 85515.596, 108, B23, S21, 1
B23, Trade, 85526.365, 109, S24, B23, 1
B23, Trade, 85542.654, 112, B23, S01, 1
B23, Trade, 85550.404, 108, S16, B23, 1
B23, Trade, 85552.692, 109, S19, B23, 1
B23, Trade, 85574.923, 103, B23, S08, 1
B23, Trade, 85579.808, 107, B23, S20, 1
B23, Trade, 85591.346, 113, S14, B23, 1
B23, Trade, 85610.385, 106, B23, S01, 1
B23, Trade, 85622.231, 107, B23, S19, 1
B23, Trade, 85627.808, 98, B23, S19, 1
B23, Trade, 85646.269, 109, S02, B23, 1
B23, Trade, 85667.942, 107, B23, S12, 1
B23, Trade, 85679.731, 106, B23, S23, 1
B23, Trade, 85692.385, 108, P00, B23, 1
B23, Trade, 85697.731, 111, B23, S13, 1
B23, Trade, 85710.308, 104, B23, S13, 1
B23, Trade, 85733.615, 104, B23, S06, 1
B23, Trade, 85746.769, 112, B23, S14, 1
B23, Trade, 85754.058, 105, S15, B23, 1
B23, Trade, 85756.654, 101, B23, S05, 1
B23, Trade, 85771.000, 108, B23, S21, 1
B23, Trade, 85786.038, 111, B23, S15, 1
B23, Trade, 85788.615, 107, B23, S21, 1
B23, Trade, 85806.827, 104, B23, S01, 1
B23, Trade, 85812.173, 103, B23, S04, 1
B23, Trade, 85823.500, 102, B23, S19, 1
B23, Trade, 85851.596, 102, B23, S05, 1
B23, Trade, 85857.712, 106, S12, B23, 1
B23, Trade, 85875.288, 106, S04, B23, 1
B23, Trade, 85882.904, 101, B23, S17, 1
B23, Trade, 85893.519, 95, B23, S14, 1
B23, Trade, 85901.462, 94, B23, S01, 1
B23, Trade, 85913.192, 100, B23, S15, 1
B23, Trade, 85922.846, 97, B23, S19, 1
B23, Trade, 85928.712, 105, B23, P01, 1
B23, Trade, 85959.019, 103, S17, B23, 1
B23, Trade, 85971.904, 95, B23, S02, 1
B23, Trade, 85979.346, 101, B23, S18, 1
B23, Trade, 85995.308, 91, B23, S16, 1
B23, Trade, 86001.327, 96, B23, S11, 1
B23, Trade, 86010.577, 99, B23, S13, 1
B23, Trade, 86015.904, 99, B23, S05, 1
B23, Trade, 86033.269, 108, P00, B23, 1
B23, Trade, 86041.192, 100, B23, S10, 1
B23, Trade, 86048.212, 99, B23, S09, 1
B23, Trade, 86060.077, 99, B23, S23, 1
B23, Trade, 86073.712, 103, B23, S21, 1
B23, Trade, 86079.692, 100, B23, S09, 1
B23, Trade, 86096.538, 100, B23, S19, 1
B23, Trade, 86108.385, 104, B23, S08, 1
B23, Trade, 86127.981, 99, B23, S07, 1
B23, Trade, 86134.808, 94, B23, S21, 1
B23, Trade, 86150.038, 100, B23, S13, 1
B23, Trade, 86162.173, 100, B23, S08, 1
B23, Trade, 86174.154, 102, S02, B23, 1
B23, Trade, 86181.981, 99, B23, S12, 1
B23, Trade, 86201.365, 97, B23, S10, 1
B23, Trade, 86215.077, 99, B23, S21, 1
B23, Trade, 86226.731, 106, B23, S01, 1
B23, Trade, 86251.577, 98, S04, B23, 1
B23, Trade, 86266.385, 100, B23, S08, 1
B23, Trade, 86278.404, 96, B23, S15, 1
B23, Trade, 86300.962, 94, B23, S14, 1
B23, Trade, 86306.481, 98, B23, S02, 1
B23, Trade, 86325.288, 100, B23, S06, 1
B23, Trade, 86334.288, 96, B23, S12, 1
B23, Trade, 86338.865, 97, S00, B23, 1
B23, Trade, 86350.538, 97, B23, S05, 1
B23, Trade, 86360.327, 96, B23, S14, 1
B23, Trade, 86372.923, 102, B23, S22, 1
B23, Trade, 86382.404, 102, S09, B23, 1
B23, Trade, 86387.962, 96, S23, B23, 1
B24, 100
B24, Trade, 85156.808, 111, S00, B24, 1
B24, Trade, 85172.019, 105, B24, S08, 1
B24, Trade, 85176.885, 107, S02, B24, 1
B24, Trade, 85184.442, 102, B24, S04, 1
B24, Trade, 85202.135, 108, B24, S17, 1
B24, Trade, 85206.462, 111, S09, B24, 1
B24, Trade, 85214.462, 93, B24, S16, 1
B24, Trade, 85223.519, 111, S00, B24, 1
B24, Trade, 85242.308, 103, B24, S04, 1
B24, Trade, 85246.654, 104, P00, B24, 1
B24, Trade, 85258.635, 110, B24, S24, 1
B24, Trade, 85263.577, 108, B24, S21, 1
B24, Trade, 85286.750, 105, B24, S22, 1
B24, Trade, 85293.865, 104, S14, B24, 1
B24, Trade, 85311.558, 107, B24, S18, 1
B24, Trade, 85321.962, 108, S09, B24, 1
B24, Trade, 85330.981, 107, B24, S20, 1
B24, Trade, 85339.462, 106, B24, S15, 1
B24, Trade, 85348.423, 101, P00, B24, 1
B24, Trade, 85364.269, 105, B24, S05, 1
B24, Trade, 85365.500, 111, S06, B24, 1
B24, Trade, 85386.615, 103, B24, S08, 1
B24, Trade, 85394.885, 107, S23, B24, 1
B24, Trade, 85399.135, 108, S09, B24, 1
B24, Trade, 85404.250, 104, B24, S14, 1
B24, Trade, 85420.788, 106, B24, S10, 1
B24, Trade, 85440.596, 114, S15, B24, 1
B24, Trade, 85446.519, 109, B24, S00, 1
B24, Trade, 85462.308, 104, B24, S18, 1
B24, Trade, 85466.462, 106, S23, B24, 1
B24, Trade, 85481.942, 106, B24, S06, 1
B24, Trade, 85499.808, 109, P00, B24, 1
B24, Trade, 85509.365, 114, B24, S24, 1
B24, Trade, 85515.692, 106, B24, S14, 1
B24, Trade, 85533.654, 110, S24, B24, 1
B24, Trade, 85572.538, 113, S05, B24, 1
B24, Trade, 85581.308, 106, S00, B24, 1
B24, Trade, 85592.731, 110, B24, S19, 1
B24, Trade, 85597.538, 112, S01, B24, 1
B24, Trade, 85605.692, 111, B24, S16, 1
B24, Trade, 85630.058, 111, S02, B24, 1
B24, Trade, 85637.731, 109, P00, B24, 1
B24, Trade, 85650.692, 109, B24, S08, 1
B24, Trade, 85661.596, 107, B24, S15, 1
B24, Trade, 85666.865, 107, B24, S22, 1
B24, Trade, 85675.077, 108, S18, B24, 1
B24, Trade, 85698.673, 109, B24, S15, 1
B24, Trade, 85713.712, 104, B24, S16, 1
B24, Trade, 85719.558, 105, B24, S17, 1
B24, Trade, 85727.558, 123, B24, S02, 1
B24, Trade, 85751.385, 107, B24, S20, 1
B24, Trade, 85763.500, 115, S04, B24, 1
B24, Trade, 85776.442, 108, S23, B24, 1
B24, Trade, 85792.538, 106, B24, S17, 1
B24, Trade, 85803.769, 108, B24, S16, 1
B24, Trade, 85804.904, 107, P00, B24, 1
B24, Trade, 85816.404, 99, B24, S04, 1
B24, Trade, 85834.231, 97, B24, S01, 1
B24, Trade, 85848.481, 100, B24, S17, 1
B24, Trade, 85858.865, 100, B24, S21, 1
B24, Trade, 85885.500, 99, S22, B24, 1
B24, Trade, 85922.423, 99, S06, B24, 1
B24, Trade, 85924.038, 103, S00, B24, 1
B24, Trade, 85944.423, 97, B24, S18, 1
B24, Trade, 85954.365, 96, B24, S23, 1
B24, Trade, 85962.769, 107, S01, B24, 1
B24, Trade, 85973.192, 93, B24, S08, 1
B24, Trade, 85981.731, 99, B24, S05, 1
B24, Trade, 85997.615, 98, B24, S12, 1
B24, Trade, 86009.904, 102, B24, S20, 1
B24, Trade, 86025.615, 96, B24, S20, 1
B24, Trade, 86034.750, 108, B24, S00, 1
B24, Trade, 86053.846, 102, B24, S21, 1
B24, Trade, 86060.500, 96, B24, S13, 1
B24, Trade, 86069.365, 104, B24, S04, 1
B24, Trade, 86079.404, 103, P00, B24, 1
B24, Trade, 86085.596, 103, S17, B24, 1
B24, Trade, 86101.615, 99, B24, S17, 1
B24, Trade, 86112.154, 102, B24, S05, 1
B24, Trade, 86120.635, 102, S22, B24, 1
B24, Trade, 86125.788, 103, B24, S14, 1
B24, Trade, 86140.173, 93, B24, S15, 1
B24, Trade, 86147.712, 98, B24, S22, 1
B24, Trade, 86163.308, 97, B24, S06, 1
B24, Trade, 86166.115, 100, S10, B24, 1
B24, Trade, 86187.846, 97, B24, S15, 1
B24, Trade, 86202.904, 99, S00, B24, 1
B24, Trade, 86225.423, 107, S23, B24, 1
B24, Trade, 86241.308, 97, S23, B24, 1
B24, Trade, 86244.115, 98, P00, B24, 1
B24, Trade, 86273.519, 98, B24, S24, 1
B24, Trade, 86281.308, 98, P00, B24, 1
B24, Trade, 86295.615, 103, B24, S07, 1
B24, Trade, 86318.904, 93, B24, S24, 1
B24, Trade, 86319.808, 100, S00, B24, 1
B24, Trade, 86330.269, 104, B24, S21, 1
B24, Trade, 86344.327, 109, B24, S04, 1
B24, Trade, 86346.308, 104, B24, S03, 1
B24, Trade, 86366.615, 105, S11, B24, 1
B24, Trade, 86387.212, 95, S13, B24, 1
S00, 100
S00, Trade, 85139.962, 113, S00, B14, 1
S00, Trade, 85147.923, 112, P00, S00, 1
S00, Trade, 85156.808, 111, S00, B24, 1
S00, Trade, 85175.250, 109, S00, B12, 1
S00, Trade, 85189.019, 108, S00, B08, 1
S00, Trade, 85203.904, 109, S00, B07, 1
S00, Trade, 85210.750, 110, S00, B10, 1
S00, Trade, 85223.519, 111, S00, B24, 1
S00, Trade, 85234.731, 111, S00, B17, 1
